Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly001534	19.9953379997365	-1.39732565515563	0.346782965615658	-4.02939530975779	5.59205128089478e-05	0.0474550245365602	g21721	FBLN1_CHICK	Fibulin-1
Apoly002616	272.862091309392	1.49815211598545	0.332794343476345	4.50173551730436	6.74008224079029e-06	0.0156365010154644	g25274	SMU1_MOUSE	WD40 repeat-containing protein SMU1
Apoly002923	96.9620316123059	1.2796038521457	0.281630457622446	4.54355634311803	5.53130119440854e-06	0.0156365010154644	g25730	SMAD4_RAT	Mothers against decapentaplegic homolog 4
Apoly003635	2056.68592847943	0.596933529861571	0.133284908394981	4.47862805361729	7.5124299933312e-06	0.0156365010154644	g38915	No_ID	No_Description
Apoly005386	13.904721754737	1.80250009545872	0.398899152422191	4.51868620054366	6.22245369192986e-06	0.0156365010154644	g16900	HARB1_RAT	Putative nuclease HARBI1
Apoly008450	189.611919407831	0.630588711344033	0.154403343024221	4.08403535178066	4.42602929187589e-05	0.0474550245365602	g26628	PNPH_BOVIN	Purine nucleoside phosphorylase
Apoly008689	196.767160797114	0.669330298013119	0.132190506610882	5.06337644944026	4.11895360545157e-07	0.00388883852593327	g26959	HIG1A_MOUSE	HIG1 domain family member 1A, mitochondrial
Apoly008964	11.7395594786613	1.14649012131263	0.286901142764017	3.99611556185278	6.43903108691471e-05	0.0486567860633128	g27316	DYH11_HUMAN	Dynein heavy chain 11, axonemal
Apoly010311	152.64843209684	0.88919928981988	0.215015541464467	4.13551171121659	3.54164551532465e-05	0.0434891933997396	g33818	DYH11_HUMAN	Dynein heavy chain 11, axonemal
Apoly012959	83.3332748723177	-0.828881307653044	0.203109416254848	-4.08095952879417	4.48501647094885e-05	0.0474550245365602	g41952	ARHGI_HUMAN	Rho guanine nucleotide exchange factor 18
Apoly013328	227.934360987659	0.940880525483986	0.184146591913242	5.10941047406008	3.23165574211378e-07	0.00388883852593327	g36923	SERPH_CHICK	Serpin H1
Apoly019334	1016.98375520335	0.837203225070504	0.199465444270302	4.19723440384983	2.70194238825556e-05	0.0353900414013714	g8703	PROD_MOUSE	Proline dehydrogenase 1, mitochondrial
Apoly019344	18.5953122915857	1.17850462593025	0.254031342638012	4.63920953096558	3.49744322750286e-06	0.0137428534181497	g8714	MYO1H_HUMAN	Unconventional myosin-Ih
Apoly020091	40.7875500894804	2.00231280144193	0.401006271500922	4.99322066447363	5.93806462961256e-07	0.00388883852593327	g9828	No_ID	No_Description
Apoly022449	6.12746234766501	-1.71381764683644	0.424673586984402	-4.03561158348986	5.44602489815493e-05	0.0474550245365602	g31427	TO6BL_HUMAN	Type 2 DNA topoisomerase 6 subunit B-like {ECO:0000250|UniProtKB:J3QMY9}
Apoly022599	37.6285969408048	0.884799257375143	0.218747481994136	4.04484316486377	5.23581631941089e-05	0.0474550245365602	g31654	GFPT2_MOUSE	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2
Apoly024175	12.4101350142265	-1.44579973415741	0.360331870143552	-4.01241148494975	6.0101617774111e-05	0.0474550245365602	g28560	KLH33_HUMAN	Kelch-like protein 33
Apoly024685	38.1455263622604	-1.38746901530708	0.288773438686669	-4.80469748747404	1.54985657249358e-06	0.00761250801994534	g1843	BCOR_MOUSE	BCL-6 corepressor
Apoly024686	14.2512892724286	-1.29383492304477	0.306858078557702	-4.21639517892462	2.48238593318412e-05	0.0348367403066203	g1845	BCOR_MOUSE	BCL-6 corepressor
Apoly025272	12.4431055820481	1.37780596552234	0.310059642651703	4.44368042786549	8.84329290017627e-06	0.015794925055433	g3033	No_ID	No_Description
