ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0045892,negative regulation of transcription, DNA-templated,3/112,33/18215,0.00107943916650274,0.0488252674194945,0.0418577984388504,g13476/g36909/g8423,3
GO:0005200,structural constituent of cytoskeleton,3/112,36/18215,0.0013938249230839,0.0488252674194945,0.0418577984388504,g24796/g4415/g14723,3
GO:0007017,microtubule-based process,3/112,37/18215,0.00151005981709777,0.0488252674194945,0.0418577984388504,g24796/g4415/g14723,3
GO:0005874,microtubule,3/112,52/18215,0.0040176836521636,0.0822536082643556,0.0705158443069353,g24796/g4415/g14723,3
GO:0030170,pyridoxal phosphate binding,3/112,53/18215,0.0042398767146575,0.0822536082643556,0.0705158443069353,g34809/g40117/g434,3
GO:0004707,MAP kinase activity,2/112,19/18215,0.00598448662290357,0.0894035223561158,0.0766454505277607,g39595/g712,2
GO:0005737,cytoplasm,7/112,365/18215,0.00736237630088036,0.0894035223561158,0.0766454505277607,g39278/g34857/g35992/g546/g566/g9180/g2303,7
GO:0003924,GTPase activity,4/112,131/18215,0.00872961355728164,0.0894035223561158,0.0766454505277607,g24796/g4415/g14723/g14815,4
GO:0006310,DNA recombination,2/112,24/18215,0.00946797562575603,0.0894035223561158,0.0766454505277607,g24697/g9298,2
GO:0003824,catalytic activity,8/112,490/18215,0.0107692074461351,0.0894035223561158,0.0766454505277607,g12852/g34809/g40117/g14815/g434/g546/g32077/g2711,8
GO:0003333,amino acid transmembrane transport,2/112,26/18215,0.0110602295698288,0.0894035223561158,0.0766454505277607,g16917/g37484,2
GO:0015171,amino acid transmembrane transporter activity,2/112,26/18215,0.0110602295698288,0.0894035223561158,0.0766454505277607,g16917/g37484,2
GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,2/112,28/18215,0.0127617035539056,0.095221941902219,0.0816335692921899,g7215/g546,2
GO:0005975,carbohydrate metabolic process,4/112,171/18215,0.0212857456060693,0.145176132614019,0.124459191280602,g12484/g32536/g31654/g2711,4
GO:0006418,tRNA aminoacylation for protein translation,2/112,38/18215,0.0228088233888613,0.145176132614019,0.124459191280602,g39278/g34857,2
GO:0042626,ATPase-coupled transmembrane transporter activity,2/112,39/18215,0.0239465785755083,0.145176132614019,0.124459191280602,g36600/g17905,2
GO:0004812,aminoacyl-tRNA ligase activity,2/112,41/18215,0.0262903923251303,0.150009885619861,0.128603157503733,g39278/g34857,2
GO:0005615,extracellular space,3/112,111/18215,0.0310988245393613,0.167588110017669,0.143672932082429,g19613/g27370/g36923,3
GO:0043039,tRNA aminoacylation,1/112,11/18215,0.0656125041200828,0.300359152482338,0.257497265828591,g39278,1
GO:0008253,5'-nucleotidase activity,1/112,12/18215,0.071361317542328,0.300359152482338,0.257497265828591,g566,1
GO:0008483,transaminase activity,1/112,12/18215,0.071361317542328,0.300359152482338,0.257497265828591,g434,1
GO:0006351,transcription, DNA-templated,2/112,73/18215,0.0743021837519587,0.300359152482338,0.257497265828591,g15637/g33694,2
GO:0001525,angiogenesis,1/112,13/18215,0.0770750752984812,0.300359152482338,0.257497265828591,g27370,1
GO:0006904,vesicle docking involved in exocytosis,1/112,14/18215,0.0827539892401674,0.300359152482338,0.257497265828591,g41410,1
GO:0000049,tRNA binding,1/112,15/18215,0.0883982699502988,0.300359152482338,0.257497265828591,g34857,1
GO:0060271,cilium assembly,1/112,15/18215,0.0883982699502988,0.300359152482338,0.257497265828591,g14996,1
GO:0004675,transmembrane receptor protein serine/threonine kinase activity,1/112,16/18215,0.0940081267506043,0.300359152482338,0.257497265828591,g39512,1
GO:0004866,endopeptidase inhibitor activity,1/112,16/18215,0.0940081267506043,0.300359152482338,0.257497265828591,g19613,1
GO:0005164,tumor necrosis factor receptor binding,1/112,17/18215,0.0995837677091149,0.300359152482338,0.257497265828591,g13491,1
GO:0007179,transforming growth factor beta receptor signaling pathway,1/112,17/18215,0.0995837677091149,0.300359152482338,0.257497265828591,g25730,1
GO:0043066,negative regulation of apoptotic process,1/112,17/18215,0.0995837677091149,0.300359152482338,0.257497265828591,g27370,1
GO:0000166,nucleotide binding,5/112,399/18215,0.099819513648915,0.300359152482338,0.257497265828591,g39278/g34857/g8067/g10598/g6539,5
GO:0016477,cell migration,1/112,19/18215,0.110633228148974,0.300359152482338,0.257497265828591,g22875,1
GO:0006338,chromatin remodeling,1/112,20/18215,0.116107457564632,0.300359152482338,0.257497265828591,g11897,1
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,1/112,20/18215,0.116107457564632,0.300359152482338,0.257497265828591,g39512,1
GO:0051056,regulation of small GTPase mediated signal transduction,1/112,20/18215,0.116107457564632,0.300359152482338,0.257497265828591,g34438,1
GO:0016887,ATPase activity,2/112,96/18215,0.11793525339684,0.300359152482338,0.257497265828591,g36600/g17905,2
GO:0050661,NADP binding,1/112,21/18215,0.121548291021777,0.300359152482338,0.257497265828591,g39551,1
GO:0005543,phospholipid binding,1/112,22/18215,0.126955930430679,0.300359152482338,0.257497265828591,g18163,1
GO:0006950,response to stress,1/112,22/18215,0.126955930430679,0.300359152482338,0.257497265828591,g27413,1
GO:0016702,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,1/112,22/18215,0.126955930430679,0.300359152482338,0.257497265828591,g1891,1
GO:0006897,endocytosis,1/112,25/18215,0.142981685368041,0.320738274800937,0.274968244267759,g22875,1
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,1/112,26/18215,0.148258543599969,0.320738274800937,0.274968244267759,g15637,1
GO:0016491,oxidoreductase activity,4/112,334/18215,0.150505660147173,0.320738274800937,0.274968244267759,g32536/g7215/g546/g9181,4
GO:0016740,transferase activity,1/112,27/18215,0.153503199332379,0.320738274800937,0.274968244267759,g34809,1
GO:0016773,phosphotransferase activity, alcohol group as acceptor,1/112,27/18215,0.153503199332379,0.320738274800937,0.274968244267759,g16248,1
GO:0019001,guanyl nucleotide binding,1/112,28/18215,0.158715847324175,0.320738274800937,0.274968244267759,g14815,1
GO:0031683,G-protein beta/gamma-subunit complex binding,1/112,28/18215,0.158715847324175,0.320738274800937,0.274968244267759,g14815,1
GO:0005215,transporter activity,3/112,242/18215,0.18687651236484,0.368368443524396,0.315801487123465,g16510/g4664/g17905,3
GO:0008152,metabolic process,4/112,367/18215,0.189880640991957,0.368368443524396,0.315801487123465,g12852/g7215/g546/g32077,4
GO:0051726,regulation of cell cycle,1/112,35/18215,0.194324282893903,0.369597165504091,0.31685486787654,g27413,1
GO:0004867,serine-type endopeptidase inhibitor activity,1/112,36/18215,0.199287741657153,0.371748287321997,0.31869902005901,g36923,1
GO:0005886,plasma membrane,2/112,140/18215,0.212855390432596,0.384402037813634,0.329547053578699,g15803/g32077,2
GO:0016788,hydrolase activity, acting on ester bonds,1/112,39/18215,0.213997010741611,0.384402037813634,0.329547053578699,g10598,1
GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,1/112,42/18215,0.228438435777397,0.402882332189227,0.345390170840466,g2711,1
GO:0005667,transcription regulator complex,1/112,43/18215,0.233193561248862,0.403924561448921,0.346283671779325,g25730,1
GO:0009058,biosynthetic process,1/112,45/18215,0.242616850845966,0.412816933694533,0.353907083688206,g14815,1
GO:0004674,protein serine/threonine kinase activity,2/112,155/18215,0.246838991281267,0.412816933694533,0.353907083688206,g26214/g2364,2
GO:0050660,flavin adenine dinucleotide binding,1/112,51/18215,0.270203556604266,0.444232965942606,0.38083998165454,g32536,1
GO:0030246,carbohydrate binding,1/112,53/18215,0.279175968005862,0.451334481609477,0.386928096008125,g31654,1
GO:0035556,intracellular signal transduction,3/112,308/18215,0.294255911898871,0.464339154458305,0.398076974522041,g13032/g22735/g4560,3
GO:0006396,RNA processing,1/112,57/18215,0.296794098725927,0.464339154458305,0.398076974522041,g10629,1
GO:0006260,DNA replication,1/112,59/18215,0.305442443290107,0.470284396811752,0.403173818210835,g41251,1
GO:0005882,intermediate filament,1/112,61/18215,0.313985364665963,0.47588406832185,0.407974404746893,g24697,1
GO:0016301,kinase activity,1/112,65/18215,0.330760017281084,0.493595718096387,0.423158564618715,g12484,1
GO:0022857,transmembrane transporter activity,1/112,68/18215,0.343073633362143,0.504214279335272,0.432261834698713,g16510,1
GO:0003707,steroid hormone receptor activity,1/112,75/18215,0.37093905442938,0.537031168352982,0.460395684209285,g14036,1
GO:0007166,cell surface receptor signaling pathway,1/112,77/18215,0.378683183963897,0.540180424183795,0.463095534568853,g30364,1
GO:0043401,steroid hormone mediated signaling pathway,1/112,79/18215,0.386332819282474,0.543105557542028,0.465603245206948,g14036,1
GO:0004888,transmembrane signaling receptor activity,1/112,87/18215,0.416009069150342,0.556149294258951,0.476785613092318,g30364,1
GO:0016459,myosin complex,1/112,87/18215,0.416009069150342,0.556149294258951,0.476785613092318,g7871,1
GO:0003774,motor activity,1/112,88/18215,0.419617133153826,0.556149294258951,0.476785613092318,g7871,1
GO:0005085,guanyl-nucleotide exchange factor activity,1/112,93/18215,0.437328715037522,0.556149294258951,0.476785613092318,g34291,1
GO:0005096,GTPase activator activity,1/112,95/18215,0.444262405825825,0.556149294258951,0.476785613092318,g34438,1
GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,1/112,96/18215,0.447697428482973,0.556149294258951,0.476785613092318,g22394,1
GO:0042981,regulation of apoptotic process,1/112,97/18215,0.451111407621441,0.556149294258951,0.476785613092318,g21606,1
GO:0000287,magnesium ion binding,1/112,98/18215,0.454504471002962,0.556149294258951,0.476785613092318,g566,1
GO:0006357,regulation of transcription by RNA polymerase II,1/112,98/18215,0.454504471002962,0.556149294258951,0.476785613092318,g34279,1
GO:0046983,protein dimerization activity,2/112,250/18215,0.456309304249668,0.556149294258951,0.476785613092318,g15650/g36062,2
GO:0006810,transport,3/112,407/18215,0.458679830316661,0.556149294258951,0.476785613092318,g36600/g4664/g17905,3
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,1/112,113/18215,0.50297509549903,0.602328200782789,0.516374691935326,g15803,1
GO:0006281,DNA repair,1/112,116/18215,0.512144157103913,0.605829063891215,0.519375974469951,g23867,1
GO:0016192,vesicle-mediated transport,1/112,119/18215,0.521145551464879,0.607555483941815,0.520856030726027,g41410,1
GO:0006955,immune response,1/112,124/18215,0.5357835105213,0.607555483941815,0.520856030726027,g13491,1
GO:0020037,heme binding,1/112,124/18215,0.5357835105213,0.607555483941815,0.520856030726027,g22394,1
GO:0006412,translation,1/112,125/18215,0.538657439371094,0.607555483941815,0.520856030726027,g39278,1
GO:0004222,metalloendopeptidase activity,1/112,130/18215,0.552764702820461,0.616300875558445,0.528353436452709,g22690,1
GO:0005506,iron ion binding,1/112,142/18215,0.584901727652145,0.64472122252566,0.552718139766979,g22394,1
GO:0005887,integral component of plasma membrane,1/112,149/18215,0.602580083067441,0.6567445849162,0.563025742901571,g17905,1
GO:0005198,structural molecule activity,1/112,160/18215,0.628864291499228,0.677775958615834,0.581055895069462,g24697,1
GO:0016787,hydrolase activity,1/112,174/18215,0.659838645017224,0.703344489743634,0.602975742699372,g10598,1
GO:0004252,serine-type endopeptidase activity,1/112,180/18215,0.672315815495828,0.708854718511906,0.607699650162133,g41470,1
GO:0005488,binding,2/112,385/18215,0.688532899932657,0.71814721820933,0.615666090488737,g32887/g41083,2
GO:0007155,cell adhesion,1/112,235/18215,0.767495017201194,0.791989539026764,0.678970955866678,g15803,1
GO:0007264,small GTPase mediated signal transduction,1/112,300/18215,0.845217002302732,0.863011044456474,0.739857542181893,g33170,1
GO:0005622,intracellular,1/112,355/18215,0.890428607489188,0.895149690641057,0.767409935546864,g25730,1
GO:0005576,extracellular region,1/112,362/18215,0.895149690641057,0.895149690641057,0.767409935546864,g19613,1
